response_id,unique_species,study_id,origin,org_level,flux_pattern,secondary_temp,mean_temp_constant,flux_range,period_flux,resp_def,resp_units,constant_resp,flux_resp,constant_variance,flux_variance,constant_samp,flux_samp,resp_quality,variance_type,genus,species,larger_group,exp_age,size,add_covariate,add_covariate_value,extra_covariate,extra_value,environment,duration,duration_units,experiment_type,stressful,shared_control,trait_directional
3,1,lu2021,Table 2,0,1,29,29,5,24,hatchling weight,g,3.77,3.71,0.02,0.03,546,330,0,0,Pelodiscus,sinensis,1,1,2,,,,,aquatic,56.48,days,acute,n,3,positive
3,1,lu2021,Table 2,0,1,29,29,9,24,hatchling weight,g,3.77,3.67,0.02,0.03,546,330,0,0,Pelodiscus,sinensis,1,1,2,,,,,aquatic,56.935,days,acute,n,3,positive
4,1,lu2021,Table 2,0,1,29,29,3,24,hatching weight after two months,g,5.12,4.7,0.4,0.4,546,330,0,0,Pelodiscus,sinensis,1,1,2,,,,,aquatic,56.79,days,acute,n,4,positive
4,1,lu2021,Table 2,0,1,29,29,5,24,hatching weight after two months,g,5.12,4.56,0.4,0.4,546,330,0,0,Pelodiscus,sinensis,1,1,2,,,,,aquatic,56.48,days,acute,n,4,positive
4,1,lu2021,Table 2,0,1,29,29,9,24,hatching weight after two months,g,5.12,3.98,0.4,0.4,546,330,0,0,Pelodiscus,sinensis,1,1,2,,,,,aquatic,56.935,days,acute,n,4,positive
5,1,lu2021,Table 2,0,1,29,29,3,24,LD50 of two month old hatchlings,unitless?,107400000,1.81E+14,0,0,546,330,0,0,Pelodiscus,sinensis,1,1,2,,,,,aquatic,56.79,days,acute,y,5,negative
5,1,lu2021,Table 2,0,1,29,29,5,24,LD50 of two month old hatchlings,unitless?,107400000,5838000,0,0,546,330,0,0,Pelodiscus,sinensis,1,1,2,,,,,aquatic,56.48,days,acute,y,5,negative
5,1,lu2021,Table 2,0,1,29,29,9,24,LD50 of two month old hatchlings,unitless?,107400000,5023000,0,0,546,330,0,0,Pelodiscus,sinensis,1,1,2,,,,,aquatic,56.935,days,acute,y,5,negative
6,1,lu2021,Figure 3a,0,1,29,29,3,24,lysozyme activity,ug * m^-1,4.76571429,3.96,0.13714286,0.25714286,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,1,negative
6,1,lu2021,Figure 3a,0,1,29,29,3,24,lysozyme activity,ug * m^-1,4.86857143,4.85142857,0.10285714,0.17142857,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,2,negative
6,1,lu2021,Figure 3a,0,1,29,29,3,24,lysozyme activity,ug * m^-1,3.6,3.96,0.08571429,0.15428571,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,3,negative
6,1,lu2021,Figure 3a,0,1,29,29,5,24,lysozyme activity,ug * m^-1,4.76571429,3.96,0.13714286,0.13714286,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,1,negative
6,1,lu2021,Figure 3a,0,1,29,29,5,24,lysozyme activity,ug * m^-1,4.86857143,3.84,0.10285714,0.06857143,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,2,negative
6,1,lu2021,Figure 3a,0,1,29,29,5,24,lysozyme activity,ug * m^-1,3.6,3.41142857,0.08571429,0.12,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,3,negative
6,1,lu2021,Figure 3a,0,1,29,29,9,24,lysozyme activity,ug * m^-1,4.76571429,3.63428571,0.13714286,0.06857143,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,1,negative
6,1,lu2021,Figure 3a,0,1,29,29,9,24,lysozyme activity,ug * m^-1,4.86857143,4.52571429,0.10285714,0.06857143,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,2,negative
6,1,lu2021,Figure 3a,0,1,29,29,9,24,lysozyme activity,ug * m^-1,3.6,3.94285714,0.08571429,0.12,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,3,negative
7,1,lu2021,Figure 3b,0,1,29,29,3,24,acid phosphate activities,King unit * 100 ml^-1,17.2364672,19.8717949,0.79452055,1.80136986,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,4,negative
7,1,lu2021,Figure 3b,0,1,29,29,3,24,acid phosphate activities,King unit * 100 ml^-1,9.82905983,7.62108262,1,1.99657534,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,5,negative
7,1,lu2021,Figure 3b,0,1,29,29,3,24,acid phosphate activities,King unit * 100 ml^-1,10.042735,7.12250712,1.19520548,2.2020548,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,6,negative
7,1,lu2021,Figure 3b,0,1,29,29,5,24,acid phosphate activities,King unit * 100 ml^-1,17.2364672,20.2279202,0.79452055,2.79794521,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,4,negative
7,1,lu2021,Figure 3b,0,1,29,29,5,24,acid phosphatase activities,King unit * 100 ml^-1,9.82905983,7.19373219,1,2.99315069,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,5,negative
7,1,lu2021,Figure 3b,0,1,29,29,5,24,acid phosphate activities,King unit * 100 ml^-1,10.042735,6.98005698,1.19520548,3.19863014,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,6,negative
7,1,lu2021,Figure 3b,0,1,29,29,9,24,acid phosphate activities,King unit * 100 ml^-1,17.2364672,18.5897436,0.79452055,3.79452055,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,4,negative
7,1,lu2021,Figure 3b,0,1,29,29,9,24,acid phosphate activities,King unit * 100 ml^-1,9.82905983,7.97720798,1,4,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,5,negative
7,1,lu2021,Figure 3b,0,1,29,29,9,24,acid phosphate activities,King unit * 100 ml^-1,10.042735,6.98005698,1.19520548,4.19520548,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,6,negative
8,1,lu2021,Figure 3c,0,1,29,29,3,24,alkaline phosphatase,King unit * 100 ml^-1,24.1085529,25.5941839,0.80276715,1.79985127,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,7,negative
8,1,lu2021,Figure 3c,0,1,29,29,3,24,alkaline phosphatase,King unit * 100 ml^-1,20.085813,16.085676,1.00686895,2.00207438,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,8,negative
8,1,lu2021,Figure 3c,0,1,29,29,3,24,alkaline phosphatase,King unit * 100 ml^-1,20.0056752,17.9772796,1.20204699,2.20820165,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,9,negative
8,1,lu2021,Figure 3c,0,1,29,29,5,24,alkaline phosphatase,King unit * 100 ml^-1,24.1085529,25.8800967,0.80276715,2.8067985,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,7,negative
8,1,lu2021,Figure 3c,0,1,29,29,5,24,alkaline phosphatase,King unit * 100 ml^-1,20.085813,16.543019,1.00686895,3.00908032,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,8,negative
8,1,lu2021,Figure 3c,0,1,29,29,5,24,alkaline phosphatase,King unit * 100 ml^-1,20.0056752,17.2343174,1.20204699,3.20452255,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,9,negative
8,1,lu2021,Figure 3c,0,1,29,29,9,24,alkaline phosphatase,King unit * 100 ml^-1,24.1085529,17.4227732,0.80276715,3.8004775,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,7,negative
8,1,lu2021,Figure 3c,0,1,29,29,9,24,alkaline phosphatase,King unit * 100 ml^-1,20.085813,16.8286382,1.00686895,4.00575348,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,8,negative
8,1,lu2021,Figure 3c,0,1,29,29,9,24,alkaline phosphatase,King unit * 100 ml^-1,20.0056752,15.034198,1.20204699,4.20034443,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,9,negative
9,1,lu2021,Figure 4a,0,1,29,29,3,24,BCL6 gene expression,fold differences in mRNA level,0.91703057,0.91703057,0.80645161,1.80184332,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,10,negative
9,1,lu2021,Figure 4a,0,1,29,29,3,24,BCL6 gene expression,fold differences in mRNA level,4.84716157,3.1441048,1,2.00921659,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,11,negative
9,1,lu2021,Figure 4a,0,1,29,29,3,24,BCL6 gene expression,fold differences in mRNA level,3.1441048,6.94323144,1.19354839,2.20276498,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,12,negative
9,1,lu2021,Figure 4a,0,1,29,29,5,24,BCL6 gene expression,fold differences in mRNA level,0.91703057,0.65502183,0.80645161,2.79723502,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,10,negative
9,1,lu2021,Figure 4a,0,1,29,29,5,24,BCL6 gene expression,fold differences in mRNA level,4.84716157,6.28820961,1,3.0046083,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,11,negative
9,1,lu2021,Figure 4a,0,1,29,29,5,24,BCL6 gene expression,fold differences in mRNA level,3.1441048,16.6375546,1.19354839,3.19815668,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,12,negative
9,1,lu2021,Figure 4a,0,1,29,29,9,24,BCL6 gene expression,fold differences in mRNA level,0.91703057,0.65502183,0.80645161,3.80645161,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,10,negative
9,1,lu2021,Figure 4a,0,1,29,29,9,24,BCL6 gene expression,fold differences in mRNA level,4.84716157,4.45414847,1,4.01382489,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,11,negative
9,1,lu2021,Figure 4a,0,1,29,29,9,24,BCL6 gene expression,fold differences in mRNA level,3.1441048,20.69869,1.19354839,4.20737327,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,12,negative
10,1,lu2021,Figure 4b,0,1,29,29,3,24,ARHGAP5 gene expression,fold differences in mRNA level,1.04803493,0.87336245,0.80733945,1.79816514,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,13,negative
10,1,lu2021,Figure 4b,0,1,29,29,3,24,ARHGAP5 gene expression,fold differences in mRNA level,4.36681223,4.89082969,1,2.00458716,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,14,negative
10,1,lu2021,Figure 4b,0,1,29,29,3,24,ARHGAP5 gene expression,fold differences in mRNA level,9.08296943,9.95633188,1.20642202,2.19724771,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,15,negative
10,1,lu2021,Figure 4b,0,1,29,29,5,24,ARHGAP5 gene expression,fold differences in mRNA level,1.04803493,0.69868996,0.80733945,2.80275229,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,13,negative
10,1,lu2021,Figure 4b,0,1,29,29,5,24,ARHGAP5 gene expression,fold differences in mRNA level,4.36681223,8.90829694,1,2.99541284,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,14,negative
10,1,lu2021,Figure 4b,0,1,29,29,5,24,ARHGAP5 gene expression,fold differences in mRNA level,9.08296943,12.9257642,1.20642202,3.20183486,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,15,negative
10,1,lu2021,Figure 4b,0,1,29,29,9,24,ARHGAP5 gene expression,fold differences in mRNA level,1.04803493,0.87336245,0.80733945,3.79357798,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,13,negative
10,1,lu2021,Figure 4b,0,1,29,29,9,24,ARHGAP5 gene expression,fold differences in mRNA level,4.36681223,5.15283843,1,4,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,14,negative
10,1,lu2021,Figure 4b,0,1,29,29,9,24,ARHGAP5 gene expression,fold differences in mRNA level,9.08296943,14.3231441,1.20642202,4.20642202,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,15,negative
11,1,lu2021,Figure 4c,0,1,29,29,3,24,RANGAP1 gene expression,fold differences in mRNA level,1.22807018,0.92105263,0.80733945,1.79816514,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,16,negative
11,1,lu2021,Figure 4c,0,1,29,29,3,24,RANGAP1 gene expression,fold differences in mRNA level,5.83333333,10.4385965,1,2.00458716,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,17,negative
11,1,lu2021,Figure 4c,0,1,29,29,3,24,RANGAP1 gene expression,fold differences in mRNA level,25.4824561,47.2807018,1.20642202,2.19724771,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,18,negative
11,1,lu2021,Figure 4c,0,1,29,29,5,24,RANGAP1 gene expression,fold differences in mRNA level,1.22807018,0.30701754,0.80733945,2.80275229,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,16,negative
11,1,lu2021,Figure 4c,0,1,29,29,5,24,RANGAP1 gene expression,fold differences in mRNA level,5.83333333,5.21929825,1,2.99541284,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,17,negative
11,1,lu2021,Figure 4c,0,1,29,29,5,24,RANGAP1 gene expression,fold differences in mRNA level,25.4824561,17.1929825,1.20642202,3.20183486,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,18,negative
11,1,lu2021,Figure 4c,0,1,29,29,9,24,RANGAP1 gene expression,fold differences in mRNA level,1.22807018,0.92105263,0.80733945,3.79357798,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,16,negative
11,1,lu2021,Figure 4c,0,1,29,29,9,24,RANGAP1 gene expression,fold differences in mRNA level,5.83333333,12.5877193,1,4,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,17,negative
11,1,lu2021,Figure 4c,0,1,29,29,9,24,RANGAP1 gene expression,fold differences in mRNA level,25.4824561,30.0877193,1.20642202,4.19266055,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,18,negative
12,1,lu2021,Figure 4d,0,1,29,29,3,24,NFATF5 gene expression,fold differences in mRNA level,0.88695652,0.88695652,0.80645161,1.80184332,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,19,negative
12,1,lu2021,Figure 4d,0,1,29,29,3,24,NFATF5 gene expression,fold differences in mRNA level,0.83478261,1.40869565,1,1.99539171,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,20,negative
12,1,lu2021,Figure 4d,0,1,29,29,3,24,NFATF5 gene expression,fold differences in mRNA level,1.09565217,3.49565217,1.19354839,2.20276498,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,21,negative
12,1,lu2021,Figure 4d,0,1,29,29,5,24,NFATF5 gene expression,fold differences in mRNA level,0.88695652,1.35652174,0.80645161,2.81105991,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,19,negative
12,1,lu2021,Figure 4d,0,1,29,29,5,24,NFATF5 gene expression,fold differences in mRNA level,0.83478261,1.77391304,1,3.0046083,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,20,negative
12,1,lu2021,Figure 4d,0,1,29,29,5,24,NFATF5 gene expression,fold differences in mRNA level,1.09565217,8.71304348,1.19354839,3.21198157,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,21,negative
12,1,lu2021,Figure 4d,0,1,29,29,9,24,NFATF5 gene expression,fold differences in mRNA level,0.88695652,1.35652174,0.80645161,3.80645161,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,19,negative
12,1,lu2021,Figure 4d,0,1,29,29,9,24,NFATF5 gene expression,fold differences in mRNA level,0.83478261,1.77391304,1,4,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,20,negative
12,1,lu2021,Figure 4d,0,1,29,29,9,24,NFATF5 gene expression,fold differences in mRNA level,1.09565217,8.76521739,1.19354839,4.20737327,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,21,negative
13,1,lu2021,Figure 4e,0,1,29,29,3,24,HNRNPK gene expression,fold differences in mRNA level,0.86086957,1.25217391,0.80733945,1.79816514,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,22,negative
13,1,lu2021,Figure 4e,0,1,29,29,3,24,HNRNPK gene expression,fold differences in mRNA level,1.56521739,1.87826087,1,2.00458716,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,23,negative
13,1,lu2021,Figure 4e,0,1,29,29,3,24,HNRNPK gene expression,fold differences in mRNA level,7.04347826,10.4869565,1.20642202,2.19724771,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,24,negative
13,1,lu2021,Figure 4e,0,1,29,29,5,24,HNRNPK gene expression,fold differences in mRNA level,0.86086957,1.48695652,0.80733945,2.80275229,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,22,negative
13,1,lu2021,Figure 4e,0,1,29,29,5,24,HNRNPK gene expression,fold differences in mRNA level,1.56521739,2.89565217,1,3.00917431,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,23,negative
13,1,lu2021,Figure 4e,0,1,29,29,5,24,HNRNPK gene expression,fold differences in mRNA level,7.04347826,15.8869565,1.20642202,3.20183486,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,24,negative
13,1,lu2021,Figure 4e,0,1,29,29,9,24,HNRNPK gene expression,fold differences in mRNA level,0.86086957,1.17391304,0.80733945,3.79357798,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,22,negative
13,1,lu2021,Figure 4e,0,1,29,29,9,24,HNRNPK gene expression,fold differences in mRNA level,1.56521739,2.97391304,1,4,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,23,negative
13,1,lu2021,Figure 4e,0,1,29,29,9,24,HNRNPK gene expression,fold differences in mRNA level,7.04347826,6.65217391,1.20642202,4.19266055,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,24,negative
14,1,lu2021,Figure 4f,0,1,29,29,3,24,TRAF3IP gene expression,fold differences in mRNA level,1.12595649,1.08529306,0.80733945,1.79816514,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,25,negative
14,1,lu2021,Figure 4f,0,1,29,29,3,24,TRAF3IP gene expression,fold differences in mRNA level,2.01045631,1.29716358,1,2.00458716,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,26,negative
14,1,lu2021,Figure 4f,0,1,29,29,3,24,TRAF3IP gene expression,fold differences in mRNA level,3.7812788,4.13799527,1.20642202,2.19724771,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,27,negative
14,1,lu2021,Figure 4f,0,1,29,29,5,24,TRAF3IP gene expression,fold differences in mRNA level,1.12595649,1.77811386,0.80733945,2.80275229,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,25,negative
14,1,lu2021,Figure 4f,0,1,29,29,5,24,TRAF3IP gene expression,fold differences in mRNA level,2.01045631,2.29580145,1,2.99541284,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,26,negative
14,1,lu2021,Figure 4f,0,1,29,29,5,24,TRAF3IP gene expression,fold differences in mRNA level,3.7812788,5.68671127,1.20642202,3.20183486,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,27,negative
14,1,lu2021,Figure 4f,0,1,29,29,9,24,TRAF3IP gene expression,fold differences in mRNA level,1.12595649,1.09552903,0.80733945,3.79357798,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,25,negative
14,1,lu2021,Figure 4f,0,1,29,29,9,24,TRAF3IP gene expression,fold differences in mRNA level,2.01045631,2.56067465,1,4,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,26,negative
14,1,lu2021,Figure 4f,0,1,29,29,9,24,TRAF3IP gene expression,fold differences in mRNA level,3.7812788,5.4625015,1.20642202,4.20642202,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,27,negative
15,1,lu2021,Figure 4g,0,1,29,29,3,24,DLG1 gene expression,fold differences in mRNA level,1.09006049,0.88646288,0.80733945,1.79816514,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,28,negative
15,1,lu2021,Figure 4g,0,1,29,29,3,24,DLG1 gene expression,fold differences in mRNA level,0.96386363,1.73815152,1,2.00458716,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,29,negative
15,1,lu2021,Figure 4g,0,1,29,29,3,24,DLG1 gene expression,fold differences in mRNA level,1.32646929,3.44601579,1.20642202,2.19724771,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,30,negative
15,1,lu2021,Figure 4g,0,1,29,29,5,24,DLG1 gene expression,fold differences in mRNA level,1.09006049,1.04939706,0.80733945,2.80275229,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,28,negative
15,1,lu2021,Figure 4g,0,1,29,29,5,24,DLG1 gene expression,fold differences in mRNA level,0.96386363,3.18520893,1,2.99541284,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,29,negative
15,1,lu2021,Figure 4g,0,1,29,29,5,24,DLG1 gene expression,fold differences in mRNA level,1.32646929,10.2727054,1.20642202,3.20183486,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,30,negative
15,1,lu2021,Figure 4g,0,1,29,29,9,24,DLG1 gene expression,fold differences in mRNA level,1.09006049,1.09034093,0.80733945,3.79357798,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,28,negative
15,1,lu2021,Figure 4g,0,1,29,29,9,24,DLG1 gene expression,fold differences in mRNA level,0.96386363,2.00316494,1,4,15,15,1,0,Pelodiscus,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,29,negative
15,1,lu2021,Figure 4g,0,1,29,29,9,24,DLG1 gene expression,fold differences in mRNA level,1.32646929,1.26533392,1.20642202,4.20642202,15,15,1,0,Pelodiscus,sinensis,1,0,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,30,negative
1,1,rowe2021,Table 1,1,1,23,31,6,24,hatching success,percent,100,100,0,0,8,8,0,0,Malaclemys,terrapin,1,0,2,,,,,aquatic,50,days,acute,n,1,positive
1,1,rowe2021,Table 1,1,1,23,34,6,24,hatching success,percent,67,67,0,0,8,8,0,0,Malaclemys,terrapin,1,0,2,,,,,aquatic,50,days,acute,n,2,positive
2,1,rowe2021,Table 1,1,1,23,31,6,24,pipped,percent,100,100,0,0,8,8,0,0,Malaclemys,terrapin,1,0,2,,,,,aquatic,50,days,acute,n,1,positive
2,1,rowe2021,Table 1,1,1,23,34,6,24,pipped,percent,78,78,0,0,8,8,0,0,Malaclemys,terrapin,1,0,2,,,,,aquatic,50,days,acute,n,2,positive
3,1,rowe2021,Table 1,1,1,23,31,6,24,days to pipping,days,45.9,47.4,0.6,1.6,8,8,0,0,Malaclemys,terrapin,1,0,2,,,,,aquatic,50,days,acute,n,3,negative
3,1,rowe2021,Table 1,1,1,23,34,6,24,days to pipping,days,42.7,47.7,3.5,1.6,8,8,0,0,Malaclemys,terrapin,1,0,2,,,,,aquatic,50,days,acute,n,4,negative
4,1,rowe2021,Table 1,1,1,23,31,6,24,days to hatching,days,46.9,48.8,0.8,2.3,8,8,0,0,Malaclemys,terrapin,1,0,2,,,,,aquatic,50,days,acute,n,5,negative
4,1,rowe2021,Table 1,1,1,23,34,6,24,days to hatching,days,44.5,49.7,3.5,3.2,8,8,0,0,Malaclemys,terrapin,1,0,2,,,,,aquatic,50,days,acute,n,6,negative
