response_id,unique_species,study_id,origin,org_level,flux_pattern,secondary_temp,mean_temp_constant,flux_range,period_flux,resp_def,resp_units,constant_resp,flux_resp,constant_variance,flux_variance,constant_samp,flux_samp,resp_quality,variance_type,genus,species,larger_group,exp_age,size,add_covariate ,add_covariate_value,extra_covariate ,extra_value,environment,duration,duration_units,experiment_type,stressful,trait_directionality,shared_control,trait_directional
12,1,lu2021,Figure 4d,0,1,29,29,5,24,NFATF5 gene expression,fold differences in mRNA level,0.834782609,1.773913043,1,3.004608295,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,negative,20,negative
12,1,lu2021,Figure 4d,0,1,29,29,5,24,NFATF5 gene expression,fold differences in mRNA level,1.095652174,8.713043478,1.193548387,3.211981567,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,negative,21,negative
12,1,lu2021,Figure 4d,0,1,29,29,9,24,NFATF5 gene expression,fold differences in mRNA level,0.886956522,1.356521739,0.806451613,3.806451613,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,negative,19,negative
12,1,lu2021,Figure 4d,0,1,29,29,9,24,NFATF5 gene expression,fold differences in mRNA level,0.834782609,1.773913043,1,4,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,negative,20,negative
12,1,lu2021,Figure 4d,0,1,29,29,9,24,NFATF5 gene expression,fold differences in mRNA level,1.095652174,8.765217391,1.193548387,4.207373272,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,negative,21,negative
13,1,lu2021,Figure 4e,0,1,29,29,3,24,HNRNPK gene expression,fold differences in mRNA level,0.860869565,1.252173913,0.80733945,1.798165138,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,negative,22,negative
13,1,lu2021,Figure 4e,0,1,29,29,3,24,HNRNPK gene expression,fold differences in mRNA level,1.565217391,1.87826087,1,2.004587156,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,negative,23,negative
13,1,lu2021,Figure 4e,0,1,29,29,3,24,HNRNPK gene expression,fold differences in mRNA level,7.043478261,10.48695652,1.20642202,2.197247706,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,negative,24,negative
13,1,lu2021,Figure 4e,0,1,29,29,5,24,HNRNPK gene expression,fold differences in mRNA level,0.860869565,1.486956522,0.80733945,2.802752294,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,negative,22,negative
13,1,lu2021,Figure 4e,0,1,29,29,5,24,HNRNPK gene expression,fold differences in mRNA level,1.565217391,2.895652174,1,3.009174312,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,negative,23,negative
13,1,lu2021,Figure 4e,0,1,29,29,5,24,HNRNPK gene expression,fold differences in mRNA level,7.043478261,15.88695652,1.20642202,3.201834862,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,negative,24,negative
13,1,lu2021,Figure 4e,0,1,29,29,9,24,HNRNPK gene expression,fold differences in mRNA level,0.860869565,1.173913043,0.80733945,3.793577982,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,negative,22,negative
13,1,lu2021,Figure 4e,0,1,29,29,9,24,HNRNPK gene expression,fold differences in mRNA level,1.565217391,2.973913043,1,4,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,negative,23,negative
13,1,lu2021,Figure 4e,0,1,29,29,9,24,HNRNPK gene expression,fold differences in mRNA level,7.043478261,6.652173913,1.20642202,4.19266055,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,negative,24,negative
14,1,lu2021,Figure 4f,0,1,29,29,3,24,TRAF3IP gene expression,fold differences in mRNA level,1.125956492,1.085293057,0.80733945,1.798165138,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,negative,25,negative
14,1,lu2021,Figure 4f,0,1,29,29,3,24,TRAF3IP gene expression,fold differences in mRNA level,2.010456312,1.297163575,1,2.004587156,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,negative,26,negative
14,1,lu2021,Figure 4f,0,1,29,29,3,24,TRAF3IP gene expression,fold differences in mRNA level,3.781278795,4.137995273,1.206422018,2.197247706,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,negative,27,negative
14,1,lu2021,Figure 4f,0,1,29,29,5,24,TRAF3IP gene expression,fold differences in mRNA level,1.125956492,1.778113858,0.80733945,2.802752294,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,negative,25,negative
14,1,lu2021,Figure 4f,0,1,29,29,5,24,TRAF3IP gene expression,fold differences in mRNA level,2.010456312,2.29580145,1,2.995412844,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,negative,26,negative
14,1,lu2021,Figure 4f,0,1,29,29,5,24,TRAF3IP gene expression,fold differences in mRNA level,3.781278795,5.68671127,1.206422018,3.201834862,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,negative,27,negative
14,1,lu2021,Figure 4f,0,1,29,29,9,24,TRAF3IP gene expression,fold differences in mRNA level,1.125956492,1.095529025,0.80733945,3.793577982,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,negative,25,negative
14,1,lu2021,Figure 4f,0,1,29,29,9,24,TRAF3IP gene expression,fold differences in mRNA level,2.010456312,2.560674652,1,4,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,negative,26,negative
14,1,lu2021,Figure 4f,0,1,29,29,9,24,TRAF3IP gene expression,fold differences in mRNA level,3.781278795,5.462501502,1.206422018,4.206422018,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,negative,27,negative
15,1,lu2021,Figure 4g,0,1,29,29,3,24,DLG1 gene expression,fold differences in mRNA level,1.090060494,0.886462882,0.80733945,1.798165138,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,negative,28,negative
15,1,lu2021,Figure 4g,0,1,29,29,3,24,DLG1 gene expression,fold differences in mRNA level,0.963863627,1.738151516,1,2.004587156,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,negative,29,negative
15,1,lu2021,Figure 4g,0,1,29,29,3,24,DLG1 gene expression,fold differences in mRNA level,1.326469292,3.446015785,1.206422018,2.197247706,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,negative,30,negative
15,1,lu2021,Figure 4g,0,1,29,29,5,24,DLG1 gene expression,fold differences in mRNA level,1.090060494,1.049397059,0.80733945,2.802752294,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,negative,28,negative
15,1,lu2021,Figure 4g,0,1,29,29,5,24,DLG1 gene expression,fold differences in mRNA level,0.963863627,3.185208926,1,2.995412844,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,negative,29,negative
15,1,lu2021,Figure 4g,0,1,29,29,5,24,DLG1 gene expression,fold differences in mRNA level,1.326469292,10.27270542,1.206422018,3.201834862,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,negative,30,negative
15,1,lu2021,Figure 4g,0,1,29,29,9,24,DLG1 gene expression,fold differences in mRNA level,1.090060494,1.090340932,0.80733945,3.793577982,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,before,,,aquatic,56.79,days,acute,y,negative,28,negative
15,1,lu2021,Figure 4g,0,1,29,29,9,24,DLG1 gene expression,fold differences in mRNA level,0.963863627,2.003164937,1,4,15,15,1,0,Pelodiscus ,sinensis,1,1,2,pathogen challenge,12 hr post,,,aquatic,56.48,days,acute,y,negative,29,negative
15,1,lu2021,Figure 4g,0,1,29,29,9,24,DLG1 gene expression,fold differences in mRNA level,1.326469292,1.265333921,1.206422018,4.206422018,15,15,1,0,Pelodiscus ,sinensis,1,0,2,pathogen challenge,48 hr post,,,aquatic,56.935,days,acute,y,negative,30,negative
1,1,rowe2021,Table 1,1,1,23,31,6,24,hatching success,percent,100,100,0,0,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,1,positive
1,1,rowe2021,Table 1,1,1,23,34,6,24,hatching success,percent,67,67,0,0,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,2,positive
2,1,rowe2021,Table 1,1,1,23,31,6,24,pipped,percent ,100,100,0,0,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,1,positive
2,1,rowe2021,Table 1,1,1,23,34,6,24,pipped,percent ,78,78,0,0,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,2,positive
3,1,rowe2021,Table 1,1,1,23,31,6,24,days to pipping,days,45.9,47.4,0.6,1.6,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,3,negative
3,1,rowe2021,Table 1,1,1,23,34,6,24,days to pipping,days,42.7,47.7,3.5,1.6,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,4,negative
4,1,rowe2021,Table 1,1,1,23,31,6,24,days to hatching,days,46.9,48.8,0.8,2.3,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,5,negative
4,1,rowe2021,Table 1,1,1,23,34,6,24,days to hatching,days,44.5,49.7,3.5,3.2,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,6,negative
5,1,rowe2021,Table 1,1,1,23,31,6,24,hatchling straight carapace length,mm,30,30.2,0.8,1.4,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,7,positive
5,1,rowe2021,Table 1,1,1,23,34,6,24,hatchling straight carapace length,mm,27.6,29.5,1.4,0.6,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,8,positive
6,1,rowe2021,Table 1,1,1,23,31,6,24,hatchling straight carapace width ,mm,26.5,26.3,0.8,1.4,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,9,positive
6,1,rowe2021,Table 1,1,1,23,34,6,24,hatchling straight carapace width ,mm,23.7,25.1,1.9,0.9,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,10,positive
7,1,rowe2021,Table 1,1,1,23,31,6,24,hatchling wet weight,g,8.6,8.8,0.6,0.9,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,11,positive
7,1,rowe2021,Table 1,1,1,23,34,6,24,hatchling wet weight,g,7.9,8.7,1.3,0.8,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,12,positive
8,1,rowe2021,Table 1,1,1,23,31,6,24,yolk height,mm,2.7,3,1.8,1.6,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,13,positive
8,1,rowe2021,Table 1,1,1,23,34,6,24,yolk height,mm,4.3,3.2,4.2,1.6,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,14,positive
9,1,rowe2021,Table 1,1,1,23,31,6,24,yolk diameter,mm,6.6,7.2,1.4,1.2,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,15,positive
9,1,rowe2021,Table 1,1,1,23,34,6,24,yolk diameter,mm,7.8,6.7,2.9,2,8,8,0,0,Malaclemys  ,terrapin,1,0,2,,,,,aquatic,50,days ,acute,n,positive,16,positive
1,1,xing2015,Figure 3a,0,1,25,25,2,24,development time,days,2.618117229,2.653641208,0.074600355,0.056838366,40,40,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3,days ,acute,n,positive,1,negative
1,1,xing2015,Figure 3a,0,1,25,25,4,24,development time,days,2.618117229,2.724689165,0.074600355,0.071047957,40,40,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3,days ,acute,n,positive,1,negative
1,1,xing2015,Figure 3a,0,1,25,25,6,24,development time,days,2.618117229,3.175843694,0.074600355,0.136767318,40,40,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3,days ,acute,n,positive,1,negative
1,1,xing2015,Figure 3a,0,1,25,25,8,24,development time,days,2.618117229,3.243339254,0.074600355,0.18294849,40,40,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3,days ,acute,n,positive,1,negative
1,1,xing2015,Figure 3a,0,1,25,25,10,24,development time,days,2.618117229,3.477797513,0.074600355,0.174067496,40,40,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3,days ,acute,n,positive,1,negative
2,1,xing2015,Figure 3b,1,1,25,25,2,24,hatching rate,percent,85.05338078,88.32740214,6.903914591,4.199288256,40,40,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3,days ,acute,n,positive,2,positive
2,1,xing2015,Figure 3b,1,1,25,25,4,24,hatching rate,percent,85.05338078,74.94661922,6.903914591,5.693950178,40,40,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3,days ,acute,n,positive,2,positive
2,1,xing2015,Figure 3b,1,1,25,25,6,24,hatching rate,percent,85.05338078,71.67259786,6.903914591,3.202846975,40,40,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3,days ,acute,n,positive,2,positive
2,1,xing2015,Figure 3b,1,1,25,25,8,24,hatching rate,percent,85.05338078,56.58362989,6.903914591,1.921708185,40,40,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3,days ,acute,n,positive,2,positive
2,1,xing2015,Figure 3b,1,1,25,25,10,24,hatching rate,percent,85.05338078,33.23843416,6.903914591,3.84341637,40,40,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3,days ,acute,n,positive,2,positive
1,1,xing2015,Figure 4a,0,1,25,25,2,24,development time,days,7.423954373,7.522813688,0.266159696,0.15209125,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,3,negative
1,1,xing2015,Figure 4a,0,1,25,25,4,24,development time,days,7.423954373,7.218631179,0.266159696,0.29657795,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,3,negative
1,1,xing2015,Figure 4a,0,1,25,25,6,24,development time,days,7.423954373,7.515209125,0.266159696,0.20532319,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,3,negative
1,1,xing2015,Figure 4a,0,1,25,25,8,24,development time,days,7.423954373,7.442965779,0.266159696,0.08365019,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,3,negative
1,1,xing2015,Figure 4a,0,1,25,25,10,24,development time,days,7.423954373,7.458174905,0.266159696,0.40874525,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,3,negative
3,1,xing2015,Figure 4b,1,1,25,25,2,24,pupation rate,percent,75.88235294,75.88235294,2.125237192,3.453510436,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,4,negative
3,1,xing2015,Figure 4b,1,1,25,25,4,24,pupation rate,percent,75.88235294,80.13282732,2.125237192,3.605313093,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,4,negative
3,1,xing2015,Figure 4b,1,1,25,25,6,24,pupation rate,percent,75.88235294,74.36432638,2.125237192,2.125237192,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,4,negative
3,1,xing2015,Figure 4b,1,1,25,25,8,24,pupation rate,percent,75.88235294,73.90891841,2.125237192,6.679316888,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,4,negative
3,1,xing2015,Figure 4b,1,1,25,25,10,24,pupation rate,percent,75.88235294,72.84629981,2.125237192,10.39848197,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,4,negative
4,1,xing2015,Figure 4c,0,1,25,25,2,24,pre-pupal mass,mg,63.78326996,62.41444867,1.511406844,1.340304183,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,5,positive
4,1,xing2015,Figure 4c,0,1,25,25,4,24,pre-pupal mass,mg,63.78326996,64.98098859,1.511406844,1.825095057,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,5,positive
4,1,xing2015,Figure 4c,0,1,25,25,6,24,pre-pupal mass,mg,63.78326996,63.84030418,1.511406844,1.539923954,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,5,positive
4,1,xing2015,Figure 4c,0,1,25,25,8,24,pre-pupal mass,mg,63.78326996,76.1026616,1.511406844,1.596958175,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,5,positive
4,1,xing2015,Figure 4c,0,1,25,25,10,24,pre-pupal mass,mg,63.78326996,79.86692015,1.511406844,1.653992395,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,5,positive
5,1,xing2015,Figure 4d,0,1,25,25,2,24,growth rate,mg * d^-1,8.701520913,8.397338403,0.247148289,0.30418251,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,6,positive
5,1,xing2015,Figure 4d,0,1,25,25,4,24,growth rate,mg * d^-1,8.701520913,9.100760456,0.247148289,0.327946768,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,6,positive
5,1,xing2015,Figure 4d,0,1,25,25,6,24,growth rate,mg * d^-1,8.701520913,8.587452471,0.247148289,0.418250951,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,6,positive
5,1,xing2015,Figure 4d,0,1,25,25,8,24,growth rate,mg * d^-1,8.701520913,10.3365019,0.247148289,0.399239544,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,6,positive
5,1,xing2015,Figure 4d,0,1,25,25,10,24,growth rate,mg * d^-1,8.701520913,10.83079848,0.247148289,0.551330798,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8,days ,acute,n,positive,6,positive
1,1,xing2015,Figure 5a,0,1,25,25,2,24,development time,days,4.165048544,4.388349515,0.172330097,0.184466019,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,4.5,days ,acute,n,positive,7,negative
1,1,xing2015,Figure 5a,0,1,25,25,4,24,development time,days,4.165048544,4.106796117,0.172330097,0.266990291,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,4.5,days ,acute,n,positive,7,negative
1,1,xing2015,Figure 5a,0,1,25,25,6,24,development time,days,4.165048544,4.466019417,0.172330097,0.351941748,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,4.5,days ,acute,n,positive,7,negative
1,1,xing2015,Figure 5a,0,1,25,25,8,24,development time,days,4.165048544,4.218446602,0.172330097,0.106796117,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,4.5,days ,acute,n,positive,7,negative
1,1,xing2015,Figure 5a,0,1,25,25,10,24,development time,days,4.165048544,4.393203883,0.172330097,0.257281553,40,40,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,4.5,days ,acute,n,positive,7,negative
6,1,xing2015,Figure 5b,1,1,25,25,2,24,emergence rate,percent,91.82734142,89.99866422,3.022670025,4.005037783,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,8,negative
6,1,xing2015,Figure 5b,1,1,25,25,4,24,emergence rate,percent,91.82734142,88.39668728,3.022670025,4.609476376,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,8,negative
6,1,xing2015,Figure 5b,1,1,25,25,6,24,emergence rate,percent,91.82734142,93.21788413,3.022670025,3.891687657,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,8,negative
6,1,xing2015,Figure 5b,1,1,25,25,8,24,emergence rate,percent,91.82734142,87.76181208,3.022670025,7.216624685,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,8,negative
6,1,xing2015,Figure 5b,1,1,25,25,10,24,emergence rate,percent,91.82734142,91.52507442,3.022670025,8.312342569,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,8,negative
7,1,xing2015,Figure 5c,0,1,25,25,2,24,longevity ,days,13.19029126,13.83106796,0.419417476,0.483495146,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,9,positive
7,1,xing2015,Figure 5c,0,1,25,25,4,24,longevity ,days,13.19029126,14.47184466,0.419417476,0.349514563,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,9,positive
7,1,xing2015,Figure 5c,0,1,25,25,6,24,longevity ,days,13.19029126,13.37669903,0.419417476,0.512621359,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,9,positive
7,1,xing2015,Figure 5c,0,1,25,25,8,24,longevity ,days,13.19029126,13.45825243,0.419417476,0.267961165,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,9,positive
7,1,xing2015,Figure 5c,0,1,25,25,10,24,longevity ,days,13.19029126,13.88932039,0.419417476,0.687378641,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,9,positive
8,1,xing2015,Figure 5d,0,1,25,25,2,24,fecundity,eggs * days^-1,177.9182879,171.692607,10.70038911,5.836575875,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,9,positive
8,1,xing2015,Figure 5d,0,1,25,25,4,24,fecundity,eggs * days^-1,177.9182879,179.0856031,10.70038911,12.15953307,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,10,positive
8,1,xing2015,Figure 5d,0,1,25,25,6,24,fecundity,eggs * days^-1,177.9182879,170.9143969,10.70038911,9.143968872,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,10,positive
8,1,xing2015,Figure 5d,0,1,25,25,8,24,fecundity,eggs * days^-1,177.9182879,179.2801556,10.70038911,6.225680934,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,10,positive
8,1,xing2015,Figure 5d,0,1,25,25,10,24,fecundity,eggs * days^-1,177.9182879,171.3035019,10.70038911,7.490272374,40,40,1,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,4.5,days ,acute,n,positive,10,positive
1,1,paitz2010,Figure 2a,0,1,27,27,8,24,mass,g,4.804511278,4.681203008,0.135338346,0.159398496,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,n,positive,1,positive
1,1,paitz2010,Figure 2a,0,1,27,27,16,24,mass,g,4.804511278,4.720300752,0.135338346,0.157894737,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,n,positive,1,positive
2,1,paitz2010,Figure 2b,0,1,27,27,8,24,plastron length,mm,25.67676274,25.52388862,0.248689139,0.317602996,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,n,positive,2,positive
2,1,paitz2010,Figure 2b,0,1,27,27,16,24,plastron length,mm,25.67676274,25.33502687,0.248689139,0.28164794,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,n,positive,2,positive
3,1,paitz2010,Figure 2c,0,1,27,27,8,24,plastron dark colouration,percent,29.03370787,27.68539326,1.303370787,1.31835206,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,n,positive,3,positive
3,1,paitz2010,Figure 2c,0,1,27,27,16,24,plastron dark colouration,percent,29.03370787,29.24344569,1.303370787,1.438202247,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,n,positive,3,positive
4,1,paitz2010,Figure 2d,0,1,27,27,8,24,righting time,seconds,419.1027399,494.4483154,121.5886359,122.9102515,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,y,positive,4,negative
4,1,paitz2010,Figure 2d,0,1,27,27,16,24,righting time,seconds,419.1027399,308.0870288,121.5886359,101.7644018,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,y,positive,4,negative
5,1,paitz2010,Figure 2e,0,1,37,27,8,24,track position,cm,82.13207547,82.24528302,1.924528302,2.349056604,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acclimation,y,positive,5,positive
5,1,paitz2010,Figure 2e,0,1,37,27,16,24,track position,cm,82.13207547,86.43396226,1.924528302,1.839622642,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acclimation,y,positive,5,positive
6,1,paitz2010,Figure 2f,0,1,27,27,8,24,PHA response (swelling),mm,0.274716981,0.24754717,0.027169811,0.030188679,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,y,negative,6,negative
6,1,paitz2010,Figure 2f,0,1,27,27,16,24,PHA response (swelling),mm,0.274716981,0.298867925,0.027169811,0.038490566,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,y,negative,6,negative
7,1,paitz2010,Figure 3,0,1,27,27,8,24,percent female,percent,0,30,0,0,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,n,negative,7,negative
7,1,paitz2010,Figure 3,0,1,27,27,16,24,percent female,percent,0,100,0,0,24,23,1,0,Chrysemys,picta,1,1,2,,,,,aquatic,61,days,acute,n,negative,7,negative
1,1,xing2014,Figure 3a,0,1,25,25,4,24,development duration,days,3.100961538,3,0.201923077,0.096153846,96,96,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3,days,acute,n,positive,1,negative
